glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,glytoucan_id,predicted_taxonomy,glycan_type,immunogenicity,disease_association,disease_id,disease_sample,disease_direction,disease_ref,disease_species,tissue_sample,tissue_id,tissue_ref,tissue_species,Composition,readable
Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G40813TL,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 5, 'Neu5Ac': 1}",True
GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Man(a1-998)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G96726MO,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 4, 'Hex': 4}",True
Gal(b1-2)Gal(a1-6)[Man(b1-4)Glc(b1-4)]Man(b1-4)Glc(b1-4)[Gal(a1-6)]Man(b1-4)Glc,['Nicotiana_tabacum'],['Nicotiana'],['Solanaceae'],['Solanales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],G84757HY,,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 9},True
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/10683228/'],,,free,,[],[],[],[],[],[],['milk'],['UBERON:0001913'],['https://pubmed.ncbi.nlm.nih.gov/10683228/'],['Homo_sapiens'],"{'Neu5Ac': 2, 'Hex': 4, 'dHex': 1, 'HexNAc': 2}",True
Gal3S(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],G18568MO,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'dHex': 1, 'HexNAc': 1, 'S': 1}",True
Araf(a1-2)Araf(a1-3)Gal(b1-4)L-Man-ol,[],[],[],[],[],[],[],[],[],G24360DX,Animalia,free,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5AcOAc(a2-8)Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,['Xiphophorus_sp'],['Xiphophorus'],['Poeciliidae'],['Cyprinodontiformes'],['Actinopterygii'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/3370642/'],,,lipid,,['melanoma'],['DOID:1909'],['skin'],['up'],['https://pubmed.ncbi.nlm.nih.gov/3370642/'],['Xiphophorus_sp'],[],[],[],[],"{'Neu5Ac': 2, 'Hex': 3, 'HexNAc': 1, 'Ac': 1}",True
Dig3Ac4Ac(a1-999)Dig3Ac(a1-999)Dig3Ac,[],[],[],[],[],[],[],[],[],G28330DV,Animalia,,,[],[],[],[],[],[],[],[],[],[],{},True
GalNAc(a1-999)[Fuc(a1-999)]Gal(a1-999)Glc,[],[],[],[],[],[],[],[],[],G52414WY,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 1, 'dHex': 1, 'Hex': 2}",True
Qui(b1-2)[Xyl(b1-3)Xyl(b1-4)Rha(a1-4)]D-Fuc-ol,[],[],[],[],[],[],[],[],[],G98347QY,Plantae,free,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 3, 'Pen': 2}",True
Man(a1-2)Man(a1-2)Man(a1-5)D-Araf(b1-2)D-Araf(a1-3)[Man(a1-2)Man(a1-2)Man(a1-5)D-Araf(b1-2)D-Araf(a1-5)]D-Araf(a1-5)D-Ara-ol,[],[],[],[],[],[],[],[],[],G82016YM,Bacteria,free,,[],[],[],[],[],[],[],[],[],[],{},True
GalNAc(a1-999)Ribf1N,[],[],[],[],[],[],[],[],[],G94841LI,Animalia,,,[],[],[],[],[],[],[],[],[],[],{},True
GlcN(a1-2)LDManHep(a1-3)LDManHep(a1-5)[Kdo(a2-4)]Kdo,['Neisseria_gonorrhoeae'],['Neisseria'],['Neisseriaceae'],['Neisseriales'],['Betaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
GalNAc(a1-3)GalNAc(b1-6)GalNAc,['Streptomyces_thermoviolaceus'],['Streptomyces'],['Actinomycetaceae'],['Actinomycetales'],['Actinobacteria'],['Actinobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{'HexNAc': 3},True
Gal(b1-3)[GlcNAc(a1-999)Gal(a1-999)GlcNAc(b1-6)]GalNAc,[],[],[],[],[],[],[],[],[],G97586IF,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'HexNAc': 3}",True
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/26085185/'],,,N,0.0,[],[],[],[],[],[],['colon'],['UBERON:0001155'],['https://pubmed.ncbi.nlm.nih.gov/26085185/'],['Homo_sapiens'],"{'Neu5Ac': 1, 'Hex': 5, 'HexNAc': 4, 'dHex': 2}",True
Araf(a1-2)[Araf(a1-3)][Xyl(b1-4)]Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)[Araf(a1-2)][Araf(a1-3)]Xyl(b1-4)[Araf(a1-2)][Araf(a1-3)]Xyl(b1-4)Xyl(b1-4)Xyl,['Triticum_aestivum'],['Triticum'],['Poaceae'],['Poales'],['Monocotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],G82135EG,,,,[],[],[],[],[],[],[],[],[],[],{},True
Man(a1-998)[Man(a1-998)]Man(a1-999)[GlcNAc(a1-999)][Man(a1-999)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G49891AY,Bacteria,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 5, 'HexNAc': 3}",True
Gal(a1-999)Glc(a1-999)GlcNAc,[],[],[],[],[],[],[],[],[],G17642VF,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'HexNAc': 1}",True
GlcN2Myr3Dco4P(b1-6)GlcN2Myr3Dco,['Spiribacter_salinus'],['Spiribacter'],['Ectothiorhodospiraceae'],['Chromatiales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/29641496/'],,,,,[],[],[],[],[],[],[],[],[],[],"{'HexN': 2, 'P': 1}",True
Man6S(b1-4)Man6S(b1-6)[Glc6S(b1-2)Manf1Me(b6-2)Manf1Me(a6-3)]Man(a1-2)D-RhaOS(a1-6)Glc(b1-6)[Glc6S(b1-2)][Glc6S(b1-3)]Glc(b1-6)Gal(b1-6)Gal(b1-6)Glc(b1-6)[Glc6S(b1-6)Gal(b1-6)Gal(a1-6)Gal(a1-3)][Glc6S(b1-2)]Glc(b1-6)Gal(b1-6)Gal(b1-4)Man6S,['Lachnum_sp'],['Lachnum'],['Hyaloscyphaceae'],['Helotiales'],['Leotiomycetes'],['Ascomycota'],['Fungi'],['Eukarya'],['https://www.sciencedirect.com/science/article/pii/S0144861714010583'],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Glc(a1-999)[Araf(a1-999)Xyl(a1-999)]Glc(a1-999)Glc(a1-999)Glc,[],[],[],[],[],[],[],[],[],G04433PY,Plantae,,,[],[],[],[],[],[],[],[],[],[],{},True
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(a1-999)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://doi.org/10.1093/glycob/cwv042'],,,N,,['colorectal_cancer'],['DOID:9256'],['tumor'],['down'],['https://doi.org/10.1093/glycob/cwv042'],['Homo_sapiens'],[],[],[],[],"{'Hex': 6, 'HexNAc': 6, 'dHex': 1}",True
Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc,[],[],[],[],[],[],[],[],[],G14163JN,Plantae,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 17},True
Rha4Ac(a1-2)Rha(a1-3)Rha2Ac(a1-3)[Glc(a1-4)]GlcNAc(b1-2)Rha4Ac,['Shigella_flexneri'],['Shigella'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubs.rsc.org/en/content/articlelanding/2014/ob/c4ob01200c/unauth#!divAbstract'],,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 4, 'Hex': 1, 'HexNAc': 1, 'Ac': 3}",True
Neu5Ac9Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac9Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac9Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac9Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G71837KY,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 4, 'Hex': 7, 'HexNAc': 6, 'dHex': 1, 'Ac': 4}",True
Xyl(b1-2)[Man(a1-6)]ManOMe,['Ananas_comosus'],['Ananas'],['Bromeliaceae'],['Poales'],['Monocotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'Pen': 1, 'Hex': 2, 'Me': 1}",True
Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/35183770/'],G88235NV,Animalia,N,,[],[],[],[],[],[],['sperm'],['CL:0000019'],['https://pubmed.ncbi.nlm.nih.gov/35183770/'],['Homo_sapiens'],"{'Neu5Ac': 1, 'Hex': 6, 'HexNAc': 6}",True
Neu5Gc(a2-998)Gal(a1-999)GlcNAc(a1-999)[Kdn(a2-998)Gal(a1-999)GlcNAc(b1-998)]Man(a1-998)[Kdn(a2-998)Gal(a1-999)GlcNAc(a1-999)[Kdn(a2-998)Gal(a1-999)GlcNAc(b1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G31374JT,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Gc': 1, 'Hex': 7, 'HexNAc': 6, 'Kdn': 3}",True
Neu5Ac(a2-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,"['Dasyurus_maculatus', 'Dasyurus_viverrinus']","['Dasyurus', 'Dasyurus']","['Dasyuridae', 'Dasyuridae']","['Dasyuromorphia', 'Dasyuromorphia']","['Mammalia', 'Mammalia']","['Chordata', 'Chordata']","['Animalia', 'Animalia']","['Eukarya', 'Eukarya']","['https://pubmed.ncbi.nlm.nih.gov/27206413/', 'https://pubmed.ncbi.nlm.nih.gov/26047593/']",,,free,,[],[],[],[],[],[],"['milk', 'milk']","['UBERON:0001913', 'UBERON:0001913']","['https://pubmed.ncbi.nlm.nih.gov/27206413/', 'https://pubmed.ncbi.nlm.nih.gov/26047593/']","['Dasyurus_maculatus', 'Dasyurus_viverrinus']","{'Neu5Ac': 1, 'Hex': 6, 'HexNAc': 2}",True
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G93600HQ,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 3, 'Hex': 6, 'HexNAc': 6}",True
Neu5Ac(a2-998)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Mus_musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/34358619/'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 6, 'HexNAc': 5, 'dHex': 2}",True
Hex(a1-999)[Hex(a1-999)]GalNAc,['Heligmosomoides_polygyrus'],['Heligmosomoides'],['Trychostrongylidae'],['Rhabditida'],['Chromadorea'],['Nematoda'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/26688390/'],,,O,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'HexNAc': 1}",True
Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc,[],[],[],[],[],[],[],[],[],G14238UO,Animalia,O,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 1, 'HexNAc': 3}",True
Gal(a1-2)[GlcNAc(a1-4)GlcNAc(a1-6)]Gal(a1-3)[Glc(b1-6)Glc(a1-4)Glc(b1-2)][Gal(a1-6)Man(a1-6)]Man(a1-3)[Gal(a1-6)Man(a1-6)][Gal(a1-2)]Man(a1-3)[Gal(a1-6)Man(a1-6)][Gal(a1-2)]Man(a1-2)Gal,['Morchella_importuna'],['Morchella'],['Morchellaceae'],['Pezizales'],['Pezizomycetes'],['Ascomycota'],['Fungi'],['Eukarya'],['https://www.sciencedirect.com/science/article/pii/S014181301933020X'],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 17, 'HexNAc': 2}",True
Man(b1-4)Man(b1-6)[Glc(b1-2)Manf1Me(b6-2)Manf1Me(a6-3)]Man(a1-2)D-Rha(a1-6)Glc(b1-6)[Glc(b1-2)][Glc(b1-3)]Glc(b1-6)Gal(b1-6)Gal(b1-6)Glc(b1-6)[Glc(b1-6)Gal(b1-6)Gal(a1-2)][Glc(b1-3)]Glc(b1-6)Gal(b1-6)Gal(b1-4)Man,['Lachnum_sp'],['Lachnum'],['Hyaloscyphaceae'],['Helotiales'],['Leotiomycetes'],['Ascomycota'],['Fungi'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/24708966/'],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,"['Saccharomyces_cerevisiae', 'Komagataella_pastoris']","['Saccharomyces', 'Komagataella']","['Saccharomycetaceae', 'Saccharomycetaceae']","['Saccharomycetales', 'Saccharomycetales']","['Saccharomycetes', 'Saccharomycetes']","['Ascomycota', 'Ascomycota']","['Fungi', 'Fungi']","['Eukarya', 'Eukarya']","['', '']",G96505GJ,,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 15, 'HexNAc': 1}",True
Gal(b1-6)Galf(b1-6)Gal(a1-8)[Gal(a1-4)]Pse5Ac7Ac,['Enterobacter_cloacae'],['Enterobacter'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/25723621/'],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Glc(a1-999)Gal(a1-999)Gal,[],[],[],[],[],[],[],[],[],G04352NL,Excavata,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 3},True
Kdn(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Kdn(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G55143RH,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Kdn': 2, 'Hex': 8, 'HexNAc': 7, 'Neu5Ac': 1, 'dHex': 1}",True
D-Rha(a1-2)Rha(a1-4)GlcNAc(a1-3)D-Rha,['Plesiomonas_shigelloides'],['Plesiomonas'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 3, 'HexNAc': 1}",True
Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,['Rattus_norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/17891558/'],G26596ON,Animalia,O,,[],[],[],[],[],[],"['lung_epithelium', 'saliva_secreting_gland']","['UBERON:0000115', 'UBERON:0001044']","['https://doi.org/10.1111/j.1432-1033.1987.tb13387.x', 'https://pubmed.ncbi.nlm.nih.gov/17891558/']","['', 'Rattus_norvegicus']","{'Hex': 2, 'HexNAc': 3, 'Neu5Ac': 1}",True
D-Rha(a1-3)D-Rha,[],[],[],[],[],[],[],[],[],G30240YF,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{'dHex': 2},True
Glc(b1-3)Glc(b1-3)Gal(b1-4)Man,['Leishmania_mexicana'],['Leishmania'],['Trypanosomatidae'],['Trypanosomatida'],['Kinetoplastida'],['Euglenozoa'],['Excavata'],['Eukarya'],[''],G03641KF,,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 4},True
Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Cricetulus_griseus', 'Ophiactis_savignyi', 'Saccharomyces_cerevisiae', 'Gallus_gallus']","['Cricetulus', 'Ophiactis', 'Saccharomyces', 'Gallus']","['Cricetidae', 'Ophiactidae', 'Saccharomycetaceae', 'Phasianidae']","['Rodentia', 'Ophiurida', 'Saccharomycetales', 'Galliformes']","['Mammalia', 'Ophiuroidea', 'Saccharomycetes', 'Aves']","['Chordata', 'Echinodermata', 'Ascomycota', 'Chordata']","['Animalia', 'Animalia', 'Fungi', 'Animalia']","['Eukarya', 'Eukarya', 'Eukarya', 'Eukarya']","['https://pubmed.ncbi.nlm.nih.gov/681360/', 'https://pubmed.ncbi.nlm.nih.gov/32001617/', 'https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0151891', 'https://pubmed.ncbi.nlm.nih.gov/35136109/']",G17988XO,,N,,[],[],[],[],[],[],['lung'],['UBERON:0002048'],['https://pubmed.ncbi.nlm.nih.gov/35136109/'],['Gallus_gallus'],"{'Hex': 11, 'HexNAc': 2}",True
Glc(a1-4)Glc(b1-4)Glc(b1-6)Glc(b1-4)Glc,[],[],[],[],[],[],[],[],[],G95107LS,Fungi,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 5},True
GlcN(a1-7)LDManHep(a1-3)[DDManHep(a1-6)DDManHep(a1-6)Glc(b1-4)][LDManHep(a1-6)]LDManHep(a1-5)Kdo4P(a2-6)GlcN4P(b1-6)GlcN1P,['Aeromonas_hydrophila'],['Aeromonas'],['Aeromonadaceae'],['Aeromonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/23383222/'],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Gal(a1-999)FucN(a1-999)GlcNAc(a1-999)RibOP-ol,[],[],[],[],[],[],[],[],[],G64925VY,Bacteria,free,,[],[],[],[],[],[],[],[],[],[],{},True
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G04551LK,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 7, 'Hex': 3, 'dHex': 1}",True
GalfPCho(b1-2)Man(a1-3)Man,[],[],[],[],[],[],[],[],[],,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'PCho': 1}",True
"Man(a1-6)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]1,5-Anhydro-GlcNAc-ol",[],[],[],[],[],[],[],[],[],G71324SX,Fungi,free,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'HexNAc': 2, 'dHex': 1}",True
Col(a1-999)[Gal(a1-999)]GlcNAc,[],[],[],[],[],[],[],[],[],G20626ZV,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{},True
Glc(b1-2)[GlcA(a1-3)Man(a1-3)Glc(b1-4)]Man,['undetermined'],['Klebsiella'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],G37976XF,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'HexA': 1}",True
Gal(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)Man,[],[],[],[],[],[],[],[],[],G76626TX,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'dHex': 1, 'HexNAc': 1}",True
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)GalNAc,[],[],[],[],[],[],[],[],[],G75566NX,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 11, 'HexNAc': 12}",True
Glc(b1-2)[Rha(a1-3)]GlcA,['Sesbania_sesban'],['Sesbania'],['Fabaceae'],['Fabales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],G96453TD,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 1, 'dHex': 1, 'HexA': 1}",True
Glc(b1-4)Rha(a1-3)Gal(b1-6)Glc(b1-4)Rha(a1-3)Gal,['Salmonella_newington'],['Salmonella'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],G80156NV,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 4, 'dHex': 2}",True
GlcNAc(a1-4)ManNAcA(b1-3)D-FucNAcNMe(b1-6)[LDManHep(a1-4)]GlcN(a1-4)[GalA6N(a1-6)]Glc(b1-4)[GlcA(a1-2)[GlcN(a1-7)]LDManHep(a1-3)]LDManHep(a1-5)KdoOPEtN,['Bordetella_pertussis'],['Bordetella'],['Alcaligenaceae'],['Burkholderiales'],['Betaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G03986GH,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 2, 'HexNAc': 3, 'Hex': 2}",True
GalNAc(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G22246QW,,N,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 9, 'Hex': 3, 'dHex': 1}",True
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Sus_scrofa'],['Sus'],['Suidae'],['Artiodactyla'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G91405ZH,,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Gc': 2, 'Hex': 6, 'HexNAc': 5, 'Neu5Ac': 1, 'dHex': 1}",True
Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(a1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G83314WY,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 2}",True
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)][Xyl(b1-2)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,['Acer_pseudoplatanus'],['Acer'],['Sapindaceae'],['Sapindales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],G29337EE,,free,,[],[],[],[],[],[],[],[],[],[],"{'Pen': 7, 'Hex': 9, 'dHex': 1}",True
RhaNPro(a1-2)RhaNPro(a1-2)RhaNPro,['Vibrio_fluvialis'],['Vibrio'],['Vibrionaceae'],['Vibrionales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Glc(b1-6)Glc(b1-6)Glc(b1-6)Glc(b1-6)Glc(b1-6)Glc(b1-6)Glc,[],[],[],[],[],[],[],[],[],G37879VE,Fungi,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 7},True
